what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1302961062148
started,bundle,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.adt",1302961062148
started,bundle,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms",1302961062180
os,sysinfo,,,"win32",1302961062183
arch,sysinfo,,,"x86_64",1302961062183
ws,sysinfo,,,"win32",1302961062183
locale,sysinfo,,,"en_US",1302961062183
processors,sysinfo,,,"2",1302961062184
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302961062184
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1302961062184
java.specification.name,sysinfo,,,"Java Platform API Specification",1302961062184
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302961062184
java.specification.version,sysinfo,,,"1.6",1302961062184
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302961062184
java.version,sysinfo,,,"1.6.0_24",1302961062184
java.vm.info,sysinfo,,,"mixed mode",1302961062184
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1302961062184
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302961062184
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302961062184
java.vm.specification.version,sysinfo,,,"1.0",1302961062184
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1302961062184
java.vm.version,sysinfo,,,"19.1-b02",1302961062184
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302961062407
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302961062560
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1302961063310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302961065114
started,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1302961065117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302961147401
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302961148700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962378487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962387415
error,log,,,"Unable to read D:\\bin\\android-sdk\\AndroidManifest.xml: java.io.FileNotFoundException: D:\\bin\\android-sdk\\AndroidManifest.xml (The system cannot find the file specified)",1302962397312
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302962397431
error,log,,,"Unable to read D:\\bin\\android-sdk\\AndroidManifest.xml: java.io.FileNotFoundException: D:\\bin\\android-sdk\\AndroidManifest.xml (The system cannot find the file specified)",1302962397434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962416356
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302962427793
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302962434598
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1302962436162
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1302962436239
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1302962436522
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1302962438252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962438265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962439346
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302962445278
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302962457160
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302962469559
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1302962469866
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302962469942
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1302962470048
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962478987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962519036
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302962519084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962523506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962544602
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302962555703
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302962569847
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302962576998
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1302962577802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302962585703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302963292642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302963295496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302963299304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302963301583
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302963466078
