what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302990614943
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302990615002
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1302990615832
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1302990615948
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1302990617460
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1302990617501
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1302990618969
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1302990619020
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302990620061
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302990623396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302990631105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302990632369
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302990960987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302990984553
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302991393235
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302991397317
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302991412389
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302991412876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302991744244
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302991746731
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302991761067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302991803097
